Var1,Var2,Var3,Var4
306,10.9945561,5317.32627,484.286212
306.1,27.7096646,13234.0021,477.866239
306.2,43.885957,20698.2907,471.652006
306.3,47.301794,22241.9819,470.337094
306.4,32.5025373,15467.9632,476.017181
306.5,21.8658976,10495.8703,480.099724
306.6,31.1219216,14823.7228,476.543533
306.7,46.7757464,22009.2935,470.529704
306.8,48.3284116,22710.9016,469.930111
306.9,46.1325989,21715.9626,470.769956
307,38.5428274,18256.4844,473.681428
307.1,43.3418994,20448.6565,471.835683
307.2,50.6373859,23750.498,469.030887
307.3,50.6151717,23740.329,469.035829
307.4,50.5802227,23724.4342,469.045664
307.5,50.5772153,23722.9007,469.043235
307.6,50.5869776,23727.1087,469.035902
307.7,50.5849341,23726.0085,469.033102
307.8,50.5725706,23720.2685,469.034265
307.9,50.551188,23710.4733,469.038893
308,50.5232937,23697.75,469.046023
308.1,50.5105793,23691.8521,469.047325
308.2,50.521912,23696.767,469.039394
308.3,50.5269846,23698.8669,469.033866
308.4,50.5263627,23698.4064,469.030524
308.5,50.5207003,23695.6795,469.029118
308.6,50.5105449,23690.9325,469.029438
308.7,50.4963724,23684.3792,469.031301
308.8,50.4787713,23676.2844,469.034482
308.9,50.6379167,23747.4994,468.969788
309,52.8981308,24761.5196,468.098197
309.1,52.9051162,24764.4493,468.091766
309.2,52.9092905,24766.12,468.086414
309.3,52.9109102,24766.6469,468.082042
309.4,51.7839306,24255.1083,468.511093
309.5,34.6867439,16443.7008,475.073349
309.6,0.495696998,242,488.201464
309.7,0.495697033,242,488.201429
309.8,0.495697069,242,488.201394
309.9,0.495697105,242,488.201359
310,0.49569714,242,488.201324
310.1,0.495697176,242,488.201289
310.2,0.495697212,242,488.201253
310.3,0.495697247,242,488.201218
310.4,0.495697283,242,488.201183
310.5,0.495697319,242,488.201148
310.6,0.495697354,242,488.201113
310.7,0.49569739,242,488.201078
310.8,0.495697426,242,488.201043
310.9,0.495697461,242,488.201007
311,0.495697497,242,488.200972
311.1,0.495697533,242,488.200937
311.2,0.495697568,242,488.200902
311.3,0.495697604,242,488.200867
311.4,0.49569764,242,488.200832
311.5,0.495697675,242,488.200797
311.6,0.708224812,345.475921,488.119143
311.7,3.65480426,1779.59578,486.987502
311.8,6.9706489,3384.79261,485.713842
311.9,13.4400122,6491.07267,483.228883
312,25.2100992,12064.0888,478.7078
312.1,37.1606746,17618.3913,474.116569
312.2,36.1987649,17137.496,474.483343
312.3,0.49570659,242,488.192017
312.4,0.642472824,313.507917,488.135619
312.5,2.85411334,1390.22818,487.286225
312.6,7.30520987,3547.04246,485.576644
312.7,9.9523726,4822.48073,484.559522
312.8,11.1116926,5379.30261,484.113597
312.9,12.0516693,5829.90872,483.751825
313,14.1475298,6832.30383,482.946086
313.1,16.7669943,8080.61988,481.939117
313.2,18.166695,8745.40222,481.400394
313.3,19.7377544,9489.50433,480.795764
313.4,23.4990695,11263.171,479.349887
313.5,30.4637714,14517.3292,476.673529
313.6,41.9690094,19819.9811,472.252952
313.7,41.327252,19520.6249,472.496435
313.8,25.8362794,12356.9244,478.442589
313.9,13.1573459,6356.1715,483.309918
314,3.11039335,1515.0772,487.167371
314.1,0.495727652,242,488.171275
314.2,0.495727688,242,488.17124
314.3,0.495727724,242,488.171205
314.4,0.495727759,242,488.171169
314.5,0.514063901,250.945884,488.164093
314.6,1.04042495,507.269739,487.961915
314.7,4.78202126,2326.57227,486.524936
314.8,4.97060162,2417.92272,486.452175
314.9,6.23559697,3030.17619,485.96602
315,8.48957276,4117.78331,485.099971
315.1,13.2972577,6423.58744,483.253048
315.2,23.1280106,11084.6799,479.476749
315.3,36.2979983,17217.9827,474.417368
315.4,44.882574,21144.2323,471.118014
315.5,38.9181879,18419.7679,473.405369
315.6,26.4045625,12625.5546,478.208287
315.7,19.5836082,9416.16632,480.825904
315.8,17.2847773,8326.11066,481.707349
315.9,15.4970437,7475.65849,482.392677
316,15.2613917,7363.34657,482.482078
316.1,15.3482138,7404.63121,482.447653
316.2,13.8183995,6674.7181,483.034069
316.3,15.3912451,7424.29751,482.429061
316.4,21.0844616,10125.3087,480.241573
316.5,24.7257336,11839.1288,478.841702
316.6,29.7123528,14168.921,476.924911
316.7,37.6682597,17848.2051,473.867455
316.8,45.1348271,21258.0432,470.99736
316.9,48.5057966,22783.1527,469.699589
317,48.5214169,22790.0318,469.690153
317.1,48.5072131,22783.4581,469.69217
317.2,48.4641265,22763.856,469.705279
317.3,48.4194754,22743.5472,469.718992
317.4,48.5276373,22792.1292,469.674023
317.5,49.7673463,23350.5414,469.194492
317.6,50.6443528,23744.8157,468.854164
317.7,50.6137257,23730.8697,468.862337
317.8,50.5926504,23721.2163,468.866844
317.9,50.6039623,23726.1188,468.858914
318,50.6061717,23726.9303,468.85448
318.1,50.5977258,23722.9531,468.854137
318.2,50.5793461,23714.5113,468.85761
318.3,50.5531824,23702.571,468.864074
318.4,50.5300733,23692.0034,468.869366
318.5,50.5377691,23695.2814,468.86283
318.6,50.5450109,23698.3552,468.856467
318.7,50.5464145,23698.805,468.852347
318.8,50.5425689,23696.8956,468.850241
318.9,50.534017,23692.871,468.849944
319,50.5212575,23686.9554,468.851263
319.1,50.5047673,23679.3629,468.854016
319.2,50.1988936,23541.2631,468.967903
319.3,43.1787612,20311.0911,471.660325
319.4,0.495851836,242,488.049015
319.5,0.495851871,242,488.04898
319.6,0.495851907,242,488.048945
319.7,0.495851943,242,488.04891
319.8,0.495851978,242,488.048875
319.9,0.495852014,242,488.048839
320,0.49585205,242,488.048804
320.1,0.495852086,242,488.048769
320.2,0.495852121,242,488.048734
320.3,0.495852157,242,488.048699
320.4,0.495852193,242,488.048664
320.5,0.495852228,242,488.048628
320.6,0.495852264,242,488.048593
320.7,0.625934354,305.371857,487.998602
320.8,2.44290508,1190.31747,487.300777
320.9,4.48624537,2182.56985,486.515888
321,6.03079821,2930.41334,485.922407
321.1,7.93178149,3848.23652,485.191935
321.2,10.8676056,5259.99706,484.063913
321.3,16.1016486,7759.48816,482.053084
321.4,25.5408524,12217.8525,478.426955
321.5,31.8615646,15161.7302,475.997767
321.6,18.4750306,8879.3191,481.136413
321.7,0.495861257,242,488.039742
321.8,0.495861293,242,488.039707
321.9,0.495861329,242,488.039671
322,0.495861365,242,488.039636
322.1,0.4958614,242,488.039601
322.2,0.495861436,242,488.039566
322.3,0.495861472,242,488.039531
322.4,0.495861507,242,488.039496
322.5,0.495861543,242,488.039461
322.6,0.651037536,317.574746,487.979832
322.7,2.8430492,1384.75133,487.137976
322.8,5.70346495,2771.82409,486.039274
322.9,9.05185533,4387.54971,484.752969
323,12.8584076,6213.83266,483.290476
323.1,17.3883545,8372.59779,481.549905
323.2,22.9131031,10984.0121,479.426974
323.3,29.5141052,14074.1374,476.890331
323.4,34.8819663,16562.8865,474.826791
323.5,35.0309267,16631.1432,474.767113
323.6,31.2648541,14888.536,476.210936
323.7,29.1460083,13903.2926,477.022432
323.8,28.6230768,13659.5343,477.221191
323.9,28.0636462,13398.3976,477.434004
324,25.620473,12255.7192,478.370354
324.1,21.9521592,10531.9243,479.778345
324.2,18.3559726,8829.52526,481.159281
324.3,8.38930884,4066.83328,484.98648
324.4,0.495883801,242,488.017555
324.5,0.495883801,242,488.017555
324.6,0.495883801,242,488.017555
324.7,0.495883801,242,488.017555
324.8,0.495883801,242,488.017555
324.9,0.495883801,242,488.017555
325,0.777489878,378.954618,487.909418
325.1,4.94809937,2404.73586,486.307904
325.2,13.041996,6298.15525,483.199848
325.3,25.3296756,12113.5416,478.481379
325.4,37.1676064,17582.201,473.935613
325.5,3.80777656,1853.09034,486.745788
325.6,0.495883801,242,488.017555
325.7,0.495883801,242,488.017555
325.8,0.495883801,242,488.017555
325.9,0.705145921,343.851558,487.937198
326,3.70129904,1801.25191,486.786675
326.1,8.19856691,3975.79903,485.059725
326.2,14.5759242,7032.63893,482.610819
326.3,23.0567399,11050.5451,479.354186
326.4,30.8604041,14700.5719,476.357579
326.5,30.2719711,14418.7156,476.583537
326.6,12.582715,6077.80496,483.376212
326.7,0.582213614,284.07451,487.984404
326.8,1.99340311,971.210359,487.442507
326.9,6.19346581,3008.56394,485.829683
327,10.1332328,4907.35805,484.316813
327.1,13.8112055,6668.97193,482.904471
327.2,18.4886577,8893.77306,481.10833
327.3,25.6285862,12257.9635,478.366597
327.4,34.1763186,16234.8875,475.084268
327.5,42.0389224,19844.8308,472.065028
327.6,44.5881411,21003.7444,471.086128
327.7,38.177264,18078.2431,473.547905
327.8,33.7027184,16017.2913,475.26613
327.9,29.6325125,14129.5798,476.829089
328,28.2489606,13484.904,477.360373
328.1,29.4737966,14055.5247,476.890036
328.2,32.5788023,15497.2067,475.697714
328.3,36.7758689,17434.4804,474.086041
328.4,41.0368757,19387.0555,472.449814
328.5,46.3734191,21813.9832,470.400581
328.6,48.2305439,22653.2765,469.687445
328.7,48.6096265,22824.2551,469.541878
328.8,48.4025332,22730.7806,469.621402
328.9,46.1125087,21694.1536,470.500771
329,38.094207,18040.38,473.579799
329.1,34.9410717,16589.5511,474.790603
329.2,29.7978615,14186.5703,476.765595
329.3,48.4434155,22749.3042,469.605703
329.4,48.4442725,22749.6907,469.605374
329.5,49.6079494,23273.6076,469.158522
329.6,50.5714284,23707.3036,468.788546
329.7,50.6242464,23731.04,468.768264
329.8,50.5217364,23684.9732,468.807627
329.9,45.9069527,21596.9387,470.579704
330,36.7914255,17432.7076,474.080067
330.1,29.0980664,13877.4156,477.034317
330.2,24.3538095,11660.5982,478.856111
330.3,22.885097,10971.5676,479.420097
330.4,30.7840368,14647.7602,476.386904
330.5,44.3008067,20857.3431,471.196464
330.6,50.3518681,23608.5998,468.872857
330.7,21.9151073,10279.0208,479.792573
330.8,0.495883801,242,488.017555
330.9,0.495883801,242,488.017555
331,0.495883801,242,488.017555
331.1,3.01890306,1468.52569,487.048715
331.2,10.471954,5061.48522,484.186744
331.3,15.8962367,7663.17861,482.103819
331.4,19.2210418,9240.37069,480.827094
331.5,10.7542478,5175.7627,484.078343
331.6,1.60771419,783.271305,487.590612
331.7,0.495883801,242,488.017555
331.8,0.495883801,242,488.017555
331.9,0.495883801,242,488.017555
332,0.495883801,242,488.017555
332.1,0.495883801,242,488.017555
332.2,0.495883801,242,488.017555
332.3,0.495883801,242,488.017555
332.4,0.495883801,242,488.017555
332.5,0.495883801,242,488.017555
332.6,0.495883801,242,488.017555
332.7,0.495883801,242,488.017555
332.8,0.495883801,242,488.017555
332.9,0.495883801,242,488.017555
333,0.495883801,242,488.017555
333.1,0.750869474,366.345301,487.91964
333.2,2.1654196,1054.94453,487.376453
333.3,4.01462226,1953.53104,486.666359
333.4,5.54104741,2693.1967,486.080212
333.5,7.87237787,3818.71784,485.184981
333.6,11.7978415,5704.34288,483.677603
333.7,17.471213,8408.45124,481.499028
333.8,25.819101,12340.1525,478.293439
333.9,37.3565795,17686.3431,473.863048
334,39.7111859,18778.9119,472.958879
334.1,30.5400719,14538.4109,476.480587
334.2,21.7992442,10456.272,479.837065
334.3,18.5758779,8936.31599,481.074837
334.4,19.8801547,9553.07799,480.573995
334.5,23.9333962,11462.2671,479.01755
334.6,26.9266717,12867.1655,477.868132
334.7,27.8440621,13295.964,477.515854
334.8,29.1818635,13919.4282,477.002139
334.9,32.5371517,15476.5869,475.713708
335,37.3049449,17675.7518,473.882875
335.1,40.4363567,19113.2094,472.680413
335.2,42.5825633,20092.2635,471.85627
335.3,45.9081965,21601.9806,470.579227
335.4,48.1417122,22613.1144,469.721557
335.5,48.5345801,22790.4165,469.570696
335.6,48.5297743,22788.2494,469.572541
335.7,48.5229986,22785.194,469.575143
335.8,48.4867026,22768.8259,469.58908
335.9,48.445668,22750.32,469.604838
336,48.4413128,22748.3558,469.60651
336.1,49.4171044,23187.8084,469.231806
336.2,50.432578,23644.8794,468.841864
336.3,50.6308309,23733.9985,468.765735
336.4,50.6087636,23724.0831,468.774209
336.5,50.6099406,23724.612,468.773757
336.6,23.1372504,10873.506,479.32327
336.7,1.39508284,679.927833,487.672262
336.8,0.495883801,242,488.017555
336.9,0.495883801,242,488.017555
337,0.495883801,242,488.017555
337.1,0.495883801,242,488.017555
337.2,0.495883801,242,488.017555
337.3,0.495883801,242,488.017555
337.4,0.495883801,242,488.017555
337.5,0.495883801,242,488.017555
337.6,0.495883801,242,488.017555
337.7,0.495883801,242,488.017555
337.8,0.495883801,242,488.017555
337.9,0.495883801,242,488.017555
338,0.495883801,242,488.017555
338.1,0.495883801,242,488.017555
338.2,0.704417409,343.699172,487.937478
338.3,0.832448983,406.141908,487.888314
338.4,0.630946631,307.870938,487.965691
338.5,0.495883801,242,488.017555
338.6,1.36883574,667.338281,487.682341
338.7,3.56761668,1736.16512,486.838009
338.8,6.49395883,3153.30883,485.714294
338.9,9.42655201,4567.25243,484.588178
339,12.1730357,5885.38693,483.533529
339.1,15.0038385,7237.74222,482.4465
339.2,17.4544287,8403.99162,481.505474
339.3,19.2526762,9256.7402,480.814947
339.4,20.8609016,10017.1006,480.197388
339.5,22.176356,10637.7165,479.692254
339.6,23.2033094,11121.2059,479.297903
339.7,23.7656447,11385.6862,479.081967
339.8,23.7764214,11390.7538,479.077828
339.9,23.5360193,11277.7494,479.170143
340,24.0893208,11537.6322,478.957675
340.1,29.342705,13988.2589,476.940376
340.2,34.5028356,16386.681,474.958885
340.3,15.5583117,7386.18984,482.233583
340.4,0.495883801,242,488.017555
340.5,0.495883801,242,488.017555
340.6,0.495883801,242,488.017555
340.7,0.495883801,242,488.017555
340.8,0.495883801,242,488.017555
340.9,0.495883801,242,488.017555
341,0.495883801,242,488.017555
341.1,0.495883801,242,488.017555
341.2,0.495883801,242,488.017555
341.3,0.532189479,259.710011,488.003614
341.4,1.30813661,637.824667,487.70565
341.5,2.68978656,1310.20312,487.175096
341.6,4.9079838,2386.1286,486.323308
341.7,8.71822579,4225.16306,484.860176
341.8,12.5251269,6053.63775,483.398326
341.9,15.7459387,7591.12018,482.161534
342,19.1127799,9189.59376,480.868667
342.1,22.2798302,10685.7711,479.652519
342.2,24.3442344,11657.2856,478.859788
342.3,25.9788805,12423.6311,478.232084
342.4,27.4124247,13094.2839,477.681603
342.5,30.9890371,14757.6105,476.308184
342.6,35.9137646,17036.1287,474.417089
342.7,39.8121348,18826.8816,472.920115
342.8,42.5714477,20087.2929,471.860538
342.9,44.6639997,21038.9343,471.056998
343,46.1810516,21726.87,470.47445
343.1,47.207179,22191.0947,470.080418
343.2,47.68528,22407.1592,469.896827
343.3,48.0415354,22567.9694,469.760025
343.4,48.2068153,22642.5745,469.696557
343.5,48.1655274,22623.946,469.712412
343.6,48.4334068,22744.769,469.609546
343.7,48.596713,22818.4324,469.546836
343.8,48.5461439,22795.6309,469.566255
343.9,48.5313873,22788.9768,469.571922
344,48.5138362,22781.0621,469.578661
344.1,48.4692996,22760.9775,469.595763
344.2,48.4422266,22748.768,469.606159
344.3,48.4458311,22750.3936,469.604775
344.4,49.7185843,23323.3239,469.116038
344.5,50.65157,23743.317,468.757771
344.6,50.6205224,23729.3667,468.769694
344.7,50.6073858,23723.464,468.774738
344.8,50.6130381,23726.0038,468.772568
344.9,50.613831,23726.3601,468.772263
345,50.6039614,23721.9253,468.776053
345.1,50.5847592,23713.2967,468.783427
345.2,50.5573755,23700.9913,468.793942
345.3,48.4049568,22730.645,469.620471
345.4,20.5809422,9687.71877,480.304892
345.5,0.702121307,342.570069,487.93836
345.6,0.495883801,242,488.017555
345.7,0.495883801,242,488.017555
345.8,0.495883801,242,488.017555
345.9,0.495883801,242,488.017555
346,0.495883801,242,488.017555
346.1,0.495883801,242,488.017555
346.2,0.495883801,242,488.017555
346.3,0.495883801,242,488.017555
346.4,0.495883801,242,488.017555
346.5,0.495883801,242,488.017555
346.6,0.495883801,242,488.017555
346.7,0.495883801,242,488.017555
346.8,0.495883801,242,488.017555
346.9,0.495883801,242,488.017555
347,0.495883801,242,488.017555
347.1,1.35689429,661.526816,487.686927
347.2,3.9717295,1931.85719,486.68283
347.3,7.17204555,3480.84162,485.453909
347.4,11.0157471,5329.50772,483.977927
347.5,17.2244314,8289.87092,481.593793
347.6,26.2961197,12562.5975,478.110264
347.7,36.6360631,17360.4109,474.139726
347.8,44.5174178,20969.3799,471.113286
347.9,46.6574579,21942.5557,470.29151
348,43.87828,20680.6654,471.358715
348.1,40.2835735,19042.7384,472.739082
348.2,39.2035699,18549.3031,473.153803
348.3,41.0412683,19389.0736,472.448127
348.4,44.4221343,20928.174,471.149875
348.5,47.0520828,22120.7583,470.139974
348.6,48.2445665,22659.5568,469.682061
348.7,48.5540711,22799.2055,469.563211
348.8,48.5399065,22792.8184,469.56865
348.9,48.5310265,22788.8141,469.57206
349,48.5125393,22780.4773,469.579159
349.1,48.4659772,22759.4791,469.597039
349.2,48.4404034,22747.9457,469.606859
349.3,48.4463069,22750.6082,469.604592
349.4,49.456492,23205.5209,469.216681
349.5,50.4548512,23654.8975,468.833311
349.6,50.6189911,23728.6786,468.770282
349.7,50.6069583,23723.2719,468.774902
349.8,50.6131735,23726.0647,468.772516
349.9,49.8498517,23382.6836,469.065631
350,40.3716462,19061.1253,472.705262
350.1,14.7053461,6992.50419,482.561121
350.2,0.495883801,242,488.017555
350.3,0.495883801,242,488.017555
350.4,0.495883801,242,488.017555
350.5,0.495883801,242,488.017555
350.6,0.495883801,242,488.017555
350.7,0.495883801,242,488.017555
350.8,0.495883801,242,488.017555
350.9,0.495883801,242,488.017555
351,0.495883801,242,488.017555
351.1,0.495883801,242,488.017555
351.2,0.495883801,242,488.017555
351.3,0.495883801,242,488.017555
351.4,0.495883801,242,488.017555
351.5,0.495883801,242,488.017555
351.6,0.495883801,242,488.017555
351.7,0.495883801,242,488.017555
351.8,0.860685397,419.870816,487.877471
351.9,3.14512683,1530.51585,487.000246
352,7.39132667,3585.36726,485.369705
352.1,16.3155344,7849.59039,481.942809
352.2,26.4935993,12657.5626,478.034432
352.3,33.1389402,15754.6122,475.482621
352.4,37.008505,17541.0623,473.996708
352.5,41.2240935,19470.8852,472.377922
352.6,44.8403198,21118.7275,470.989291
352.7,42.9664809,20265.1897,471.708846
352.8,35.6521644,16910.0606,474.517543
352.9,24.2501748,11596.8314,478.895907
353,8.28134173,3986.19933,485.027939
353.1,0.531115596,259.185911,488.004026
353.2,0.495883801,242,488.017555
353.3,0.495883801,242,488.017555
353.4,0.495883801,242,488.017555
353.5,0.495883801,242,488.017555
353.6,0.495883801,242,488.017555
353.7,1.35718987,661.670663,487.686813
353.8,4.55312792,2213.0431,486.459573
353.9,13.2227051,6375.16731,483.130455
354,28.2730774,13467.5047,477.351113
354.1,26.4996916,12643.1686,478.032093
354.2,8.66296376,4166.24439,484.881396
354.3,0.495883801,242,488.017555
354.4,0.495883801,242,488.017555
354.5,0.495883801,242,488.017555
354.6,0.773179278,377.220661,487.911073
354.7,2.07743368,1012.21704,487.41024
354.8,4.45297568,2165.66934,486.498032
354.9,10.3192457,4990.69698,484.245384
355,19.8328912,9521.20588,480.592144
355.1,28.1176783,13419.5349,477.410786
355.2,22.3603905,10703.3023,479.621584
355.3,7.09905202,3424.06251,485.481938
355.4,0.495883801,242,488.017555
355.5,0.495883801,242,488.017555
355.6,0.694278574,338.755941,487.941371
355.7,2.15979947,1052.14204,487.378611
355.8,4.49369804,2185.58241,486.482394
355.9,9.05577239,4385.98509,484.730558
356,17.6177225,8471.91389,481.442769
356.1,25.6471872,12264.8235,478.359454
356.2,23.1982322,11111.2931,479.299853
356.3,8.55982357,4117.43265,484.921002
356.4,0.495883801,242,488.017555
356.5,0.70962769,346.239412,487.935477
356.6,2.46301973,1199.40738,487.262175
356.7,6.88026067,3337.83308,485.565954
356.8,13.0950654,6323.11454,483.179469
356.9,20.2734424,9734.43243,480.422972
357,27.1020459,12945.6838,477.800789
357.1,33.7132663,16018.2055,475.26208
357.2,38.2414119,18107.4719,473.523272
357.3,37.197939,17627.5638,473.923966
357.4,33.1355782,15753.7901,475.483912
357.5,30.1839513,14385.8065,476.617337
357.6,29.2761845,13963.7418,476.965919
357.7,28.8503051,13765.2852,477.129457
357.8,27.6227239,13192.3877,477.600848
357.9,26.9370923,12872.2702,477.864131
358,27.6227623,13192.5223,477.600834
358.1,31.7266519,15098.9636,476.02494
358.2,39.6413374,18741.9467,472.985701
358.3,46.2323672,21748.1677,470.454745
358.4,47.7216519,22423.5094,469.88286
358.5,42.2982751,19956.0427,471.965437
358.6,34.7755447,16509.2586,474.854165
358.7,30.1096348,14350.6435,476.645874
358.8,29.3722553,14008.3597,476.929028
358.9,33.1450809,15756.7315,475.480263
359,41.979494,19806.3335,472.087849
359.1,47.768126,22444.2718,469.865014
359.2,48.5146076,22781.41,469.578365
359.3,48.470022,22761.3032,469.595486
359.4,48.4423427,22748.8203,469.606115
359.5,48.4458805,22750.4159,469.604756
359.6,49.7184555,23323.2659,469.116087
359.7,50.6523147,23743.6516,468.757485
359.8,50.6186618,23728.5306,468.770408
359.9,50.6051981,23722.481,468.775578
360,50.6126378,23725.824,468.772721
360.1,50.6140206,23726.4453,468.77219
360.2,50.6045593,23722.1939,468.775824
360.3,50.5854663,23713.6144,468.783155
360.4,50.5580071,23701.2751,468.7937
360.5,50.5413782,23693.8024,468.800085
360.6,50.5446055,23695.2527,468.798846
360.7,50.5511976,23698.2151,468.796314
360.8,50.5519733,23698.5637,468.796017
360.9,50.547521,23696.5629,468.797726
361,50.5383823,23692.456,468.801235
361.1,50.5250552,23686.4668,468.806353
361.2,50.7631088,23793.4104,468.71494
361.3,46.6312543,21925.4088,470.301573
361.4,41.0958493,19413.2637,472.427168
361.5,39.192568,18544.2693,473.158028
361.6,43.429886,20473.0538,471.530898
361.7,50.2639404,23565.44,468.906621
361.8,52.9324112,24766.1186,467.881928
361.9,50.5073366,23676.8145,468.813157
362,21.1126478,9917.84123,480.100718
362.1,5.34145457,2590.04525,486.156856
362.2,19.2031316,9203.42207,480.833972
362.3,33.3845526,15858.3963,475.388306
362.4,46.2555551,21742.4006,470.445841
362.5,52.6315337,24631.3779,467.997465
362.6,52.932971,24766.3692,467.881713
362.7,52.9331289,24766.4398,467.881653
362.8,26.2864345,12364.1077,478.113983
362.9,3.00790241,1461.76603,487.05294
363,0.495883801,242,488.017555
363.1,0.495883801,242,488.017555
363.2,0.495883801,242,488.017555
363.3,0.495883801,242,488.017555
363.4,0.495883801,242,488.017555
363.5,0.495883801,242,488.017555
363.6,0.495883801,242,488.017555
363.7,0.495883801,242,488.017555
363.8,0.495883801,242,488.017555
363.9,0.495883801,242,488.017555
364,0.495883801,242,488.017555
364.1,0.495883801,242,488.017555
364.2,0.495883801,242,488.017555
364.3,0.495883801,242,488.017555
364.4,0.495883801,242,488.017555
364.5,0.495883801,242,488.017555
364.6,0.495883801,242,488.017555
364.7,0.495883801,242,488.017555
364.8,0.495883801,242,488.017555
364.9,0.495883801,242,488.017555
365,0.495883801,242,488.017555
365.1,0.495883801,242,488.017555
365.2,0.495883801,242,488.017555
365.3,0.495883801,242,488.017555
365.4,0.495883801,242,488.017555
365.5,1.86953831,910.839745,487.490072
365.6,4.80606552,2336.44293,486.362445
365.7,7.95096619,3856.60284,485.154803
365.8,10.7839378,5219.45887,484.066942
365.9,13.3458552,6446.59229,483.083166
366,15.3152925,7386.73459,482.326902
366.1,16.7780686,8082.91708,481.765196
366.2,18.0436186,8683.88362,481.279225
366.3,19.1659437,9215.80395,480.848252
366.4,20.5687965,9879.13191,480.309556
366.5,22.328014,10708.9579,479.634017
366.6,24.2333923,11605.0687,478.902352
366.7,26.4376821,12638.1534,478.055904
366.8,29.6037155,14114.9207,476.840147
366.9,33.7976552,16059.7212,475.229675
367,39.1113893,18503.8142,473.189201
367.1,40.3465031,19071.917,472.714917
367.2,38.0100044,18001.4581,473.612133
367.3,38.714158,18324.1673,473.341738
367.4,43.3120819,20421.81,471.576135
367.5,36.710497,17381.2343,474.111143
367.6,13.1215123,6258.82133,483.169314
367.7,0.52229999,254.885907,488.007411
367.8,1.95779729,953.726934,487.45618
367.9,10.8439836,5231.53009,484.043885
368,18.8413905,9060.84388,480.97288
368.1,11.5795402,5579.0737,483.761431
368.2,2.39593331,1165.65478,487.287936
368.3,0.495883801,242,488.017555
368.4,0.495883801,242,488.017555
368.5,4.18270947,2031.41241,486.601814
368.6,12.7190057,6137.8083,483.323876
368.7,22.9770389,11004.7248,479.384791
368.8,33.2114739,15780.9097,475.454768
368.9,34.9047764,16570.9466,474.80454
369,28.4543157,13574.9645,477.281517
369.1,24.6789265,11814.521,478.731266
369.2,24.5476527,11752.956,478.781676
369.3,28.1770539,13447.8947,477.387986
369.4,33.8614053,16088.398,475.205195
369.5,38.027178,18008.8829,473.605538
369.6,42.6172434,20105.7151,471.842953
369.7,46.5959511,21914.055,470.315129
369.8,48.0482817,22571.0176,469.757434
369.9,47.7236609,22424.4153,469.882088
370,43.2018812,20369.9042,471.618452
370.1,35.8169222,16988.1932,474.454276
370.2,30.7855529,14664.8657,476.386322
370.3,28.9590173,13815.9289,477.087712
370.4,31.1439419,14830.4195,476.248701
370.5,40.8363885,19278.8304,472.526801
370.6,22.2336524,10493.4797,479.670252
370.7,1.98226608,965.114252,487.446784
370.8,0.495883801,242,488.017555
370.9,1.67647966,816.991401,487.564206
371,9.01467282,4357.86705,484.74634
371.1,23.5178645,11242.3397,479.177114
371.2,40.687672,19200.0023,472.583908
371.3,41.1885256,19443.3431,472.39158
371.4,15.687651,7445.77223,482.183916
371.5,5.81559869,2818.11135,485.974784
371.6,19.3480008,9275.88856,480.778342
371.7,36.2603007,17170.2865,474.284019
371.8,46.3423644,21797.8101,470.412506
371.9,39.8265942,18813.3792,472.914562
372,26.4489374,12630.0755,478.051582
372.1,26.2165085,12528.1055,478.140835
372.2,39.5111119,18663.8082,473.035707
372.3,47.7085316,22417.3545,469.887898
372.4,47.5076951,22326.6825,469.965019
372.5,41.8902248,19770.4401,472.122128
372.6,40.8461473,19298.7899,472.523054
372.7,47.302073,22228.2306,470.043978
372.8,50.6568315,23745.681,468.755751
372.9,50.6260327,23731.8426,468.767578
373,50.6073067,23723.4285,468.774768
373.1,50.6112444,23725.1978,468.773256
373.2,50.6146504,23726.7283,468.771948
373.3,50.6069928,23723.2874,468.774889
373.4,50.5896736,23715.505,468.78154
373.5,50.5638061,23703.8811,468.791473
373.6,50.542646,23694.3721,468.799598
373.7,50.5427331,23694.4112,468.799565
373.8,50.5505188,23697.9101,468.796575
373.9,50.5523198,23698.7194,468.795883
374,50.5487542,23697.1171,468.797253
374.1,50.5404221,23693.3727,468.800452
374.2,50.5278342,23687.7157,468.805286
374.3,50.5114476,23680.3514,468.811578
374.4,50.4928765,23672.0052,468.81871
374.5,51.8792511,24293.7865,468.286342
374.6,52.9255097,24763.0298,467.884579
374.7,52.9306404,24765.3261,467.882608
374.8,52.9330867,24766.4209,467.881669
374.9,52.9333561,24766.4293,467.879445
375,44.0282692,20727.5799,471.295582
375.1,16.2696823,7713.41082,481.952743
375.2,0.495892205,242,488.009284
375.3,0.495892241,242,488.009249
375.4,0.495892276,242,488.009214
375.5,0.495892312,242,488.009179
375.6,0.495892348,242,488.009144
375.7,0.495892384,242,488.009109
375.8,0.495892419,242,488.009073
375.9,0.495892455,242,488.009038
376,0.495892491,242,488.009003
376.1,0.495892526,242,488.008968
376.2,0.495892562,242,488.008933
376.3,0.495892598,242,488.008898
376.4,0.495892634,242,488.008862
376.5,0.495892669,242,488.008827
376.6,0.495892705,242,488.008792
376.7,0.495892741,242,488.008757
376.8,0.495892776,242,488.008722
376.9,0.495892812,242,488.008687
377,0.495892848,242,488.008652
377.1,0.495892884,242,488.008616
377.2,2.17581245,1059.60127,487.363433
377.3,5.20706627,2530.76615,486.19917
